Name;Type (spreadsheet, plain or custom_api);Data freshness (realtime, 1h, 4h, 12h or 1d);Value (if type is plain);Spreadsheet ID (if type is spreadsheet);Cell (if type is spreadsheet);Filter value (if type is spreadsheet);Comparison value (if type is spreadsheet);Endpoint (if type is custom_api);Tree (if type is custom_api)
OKR_Q26_GLOBAL;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:EK1000;*|intro_field1_response|*;;;
OKR_Q26_A1;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:EL1000;*|intro_field1_response|*;;;
OKR_Q26_A2;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:EM1000;*|intro_field1_response|*;;;
OKR_Q26_A3;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:EN1000;*|intro_field1_response|*;;;
OKR_Q26_A4;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:EO1000;*|intro_field1_response|*;;;
OKR_Q26_A5;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:EP1000;*|intro_field1_response|*;;;
OKR_Q27_GLOBAL;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:EQ1000;*|intro_field1_response|*;;;
OKR_Q27_A1;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:ER1000;*|intro_field1_response|*;;;
OKR_Q27_A2;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:ES1000;*|intro_field1_response|*;;;
OKR_Q27_A3;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:ET1000;*|intro_field1_response|*;;;
OKR_Q27_A4;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:EU1000;*|intro_field1_response|*;;;
OKR_Q27_A5;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:EV1000;*|intro_field1_response|*;;;
OKR_Q28_GLOBAL;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:EW1000;*|intro_field1_response|*;;;
OKR_Q28_A1;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:EX1000;*|intro_field1_response|*;;;
OKR_Q28_A2;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:EY1000;*|intro_field1_response|*;;;
OKR_Q28_A3;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:EZ1000;*|intro_field1_response|*;;;
OKR_Q28_A4;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:FA1000;*|intro_field1_response|*;;;
OKR_Q28_A5;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:FB1000;*|intro_field1_response|*;;;
OKR_Q29_GLOBAL;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:FC1000;*|intro_field1_response|*;;;
OKR_Q29_A1;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:FD1000;*|intro_field1_response|*;;;
OKR_Q29_A2;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:FE1000;*|intro_field1_response|*;;;
OKR_Q29_A3;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:FF1000;*|intro_field1_response|*;;;
OKR_Q29_A4;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:FG1000;*|intro_field1_response|*;;;
OKR_Q29_A5;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:FH1000;*|intro_field1_response|*;;;
OKR_Q30_GLOBAL;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:FI1000;*|intro_field1_response|*;;;
OKR_Q30_A1;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:FJ1000;*|intro_field1_response|*;;;
OKR_Q30_A2;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:FK1000;*|intro_field1_response|*;;;
OKR_Q30_A3;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:FL1000;*|intro_field1_response|*;;;
OKR_Q30_A4;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:FM1000;*|intro_field1_response|*;;;
OKR_Q30_A5;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:FN1000;*|intro_field1_response|*;;;
OKR_Q31_GLOBAL;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:FO1000;*|intro_field1_response|*;;;
OKR_Q31_A1;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:FP1000;*|intro_field1_response|*;;;
OKR_Q31_A2;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:FQ1000;*|intro_field1_response|*;;;
OKR_Q31_A3;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:FR1000;*|intro_field1_response|*;;;
OKR_Q31_A4;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:FS1000;*|intro_field1_response|*;;;
OKR_Q31_A5;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:FT1000;*|intro_field1_response|*;;;
OKR_Q32_GLOBAL;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:FU1000;*|intro_field1_response|*;;;
OKR_Q32_A1;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:FV1000;*|intro_field1_response|*;;;
OKR_Q32_A2;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:FW1000;*|intro_field1_response|*;;;
OKR_Q32_A3;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:FX1000;*|intro_field1_response|*;;;
OKR_Q32_A4;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:FY1000;*|intro_field1_response|*;;;
OKR_Q32_A5;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:FZ1000;*|intro_field1_response|*;;;
OKR_Q33_GLOBAL;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:GA1000;*|intro_field1_response|*;;;
OKR_Q33_A1;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:GB1000;*|intro_field1_response|*;;;
OKR_Q33_A2;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:GC1000;*|intro_field1_response|*;;;
OKR_Q33_A3;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:GD1000;*|intro_field1_response|*;;;
OKR_Q33_A4;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:GE1000;*|intro_field1_response|*;;;
OKR_Q33_A5;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:GF1000;*|intro_field1_response|*;;;
OKR_Q34_GLOBAL;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:GG1000;*|intro_field1_response|*;;;
OKR_Q34_A1;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:GH1000;*|intro_field1_response|*;;;
OKR_Q34_A2;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:GI1000;*|intro_field1_response|*;;;
OKR_Q34_A3;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:GJ1000;*|intro_field1_response|*;;;
OKR_Q34_A4;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:GK1000;*|intro_field1_response|*;;;
OKR_Q34_A5;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:GL1000;*|intro_field1_response|*;;;
OKR_Q35_GLOBAL;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:GM1000;*|intro_field1_response|*;;;
OKR_Q35_A1;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:GN1000;*|intro_field1_response|*;;;
OKR_Q35_A2;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:GO1000;*|intro_field1_response|*;;;
OKR_Q35_A3;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:GP1000;*|intro_field1_response|*;;;
OKR_Q35_A4;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:GQ1000;*|intro_field1_response|*;;;
OKR_Q35_A5;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:GR1000;*|intro_field1_response|*;;;
OKR_Q36_GLOBAL;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:GS1000;*|intro_field1_response|*;;;
OKR_Q36_A1;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:GT1000;*|intro_field1_response|*;;;
OKR_Q36_A2;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:GU1000;*|intro_field1_response|*;;;
OKR_Q36_A3;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:GV1000;*|intro_field1_response|*;;;
OKR_Q36_A4;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:GW1000;*|intro_field1_response|*;;;
OKR_Q36_A5;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:GX1000;*|intro_field1_response|*;;;
OKR_Q37_GLOBAL;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:GY1000;*|intro_field1_response|*;;;
OKR_Q37_A1;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:GZ1000;*|intro_field1_response|*;;;
OKR_Q37_A2;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:HA1000;*|intro_field1_response|*;;;
OKR_Q37_A3;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:HB1000;*|intro_field1_response|*;;;
OKR_Q37_A4;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:HC1000;*|intro_field1_response|*;;;
OKR_Q37_A5;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:HD1000;*|intro_field1_response|*;;;
OKR_Q38_GLOBAL;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:HE1000;*|intro_field1_response|*;;;
OKR_Q38_A1;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:HF1000;*|intro_field1_response|*;;;
OKR_Q38_A2;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:HG1000;*|intro_field1_response|*;;;
OKR_Q38_A3;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:HH1000;*|intro_field1_response|*;;;
OKR_Q38_A4;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:HI1000;*|intro_field1_response|*;;;
OKR_Q38_A5;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:HJ1000;*|intro_field1_response|*;;;
OKR_AS_AVG;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:HK1000;*|intro_field1_response|*;;;
OKR_AS_ROBUST;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:HL1000;*|intro_field1_response|*;;;
OKR_AS_DYNAMIC;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:HM1000;*|intro_field1_response|*;;;
OKR_AS_MEANINGFUL;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:HN1000;*|intro_field1_response|*;;;
OKR_FO_AVG;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:HO1000;*|intro_field1_response|*;;;
OKR_FO_WELLCRAFTED;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:HP1000;*|intro_field1_response|*;;;
OKR_FO_LEAN;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:HQ1000;*|intro_field1_response|*;;;
OKR_FO_ALIGNED;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:HR1000;*|intro_field1_response|*;;;
OKR_AC_AVG;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:HS1000;*|intro_field1_response|*;;;
OKR_AC_WELLLED;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:HT1000;*|intro_field1_response|*;;;
OKR_AC_DISCUSSED;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:HU1000;*|intro_field1_response|*;;;
OKR_AC_INTEGRATED;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:HV1000;*|intro_field1_response|*;;;
OKR_AGC_AVG;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:HW1000;*|intro_field1_response|*;;;
OKR_AGC_STRETCHY;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:HX1000;*|intro_field1_response|*;;;
OKR_AGC_DECISIVE;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:HY1000;*|intro_field1_response|*;;;
OKR_AGC_COLLABORATIVE;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:HZ1000;*|intro_field1_response|*;;;
OKR_ROBUST_A1;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:IB1000;*|intro_field1_response|*;;;
OKR_ROBUST_A2;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:IC1000;*|intro_field1_response|*;;;
OKR_ROBUST_A3;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:ID1000;*|intro_field1_response|*;;;
OKR_ROBUST_A4;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:IE1000;*|intro_field1_response|*;;;
OKR_ROBUST_A5;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:IF1000;*|intro_field1_response|*;;;
OKR_DYNAMIC_A1;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:IG1000;*|intro_field1_response|*;;;
OKR_DYNAMIC_A2;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:IH1000;*|intro_field1_response|*;;;
OKR_DYNAMIC_A3;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:II1000;*|intro_field1_response|*;;;
OKR_DYNAMIC_A4;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:IJ1000;*|intro_field1_response|*;;;
OKR_DYNAMIC_A5;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:IK1000;*|intro_field1_response|*;;;
OKR_MEANINGFUL_A1;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:IL1000;*|intro_field1_response|*;;;
OKR_MEANINGFUL_A2;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:IM1000;*|intro_field1_response|*;;;
OKR_MEANINGFUL_A3;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:IN1000;*|intro_field1_response|*;;;
OKR_MEANINGFUL_A4;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:IO1000;*|intro_field1_response|*;;;
OKR_MEANINGFUL_A5;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:IP1000;*|intro_field1_response|*;;;
OKR_WELLCRAFTED_A1;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:IQ1000;*|intro_field1_response|*;;;
OKR_WELLCRAFTED_A2;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:IR1000;*|intro_field1_response|*;;;
OKR_WELLCRAFTED_A3;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:IS1000;*|intro_field1_response|*;;;
OKR_WELLCRAFTED_A4;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:IT1000;*|intro_field1_response|*;;;
OKR_WELLCRAFTED_A5;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:IU1000;*|intro_field1_response|*;;;
OKR_LEAN_A1;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:IV1000;*|intro_field1_response|*;;;
OKR_LEAN_A2;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:IW1000;*|intro_field1_response|*;;;
OKR_LEAN_A3;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:IX1000;*|intro_field1_response|*;;;
OKR_LEAN_A4;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:IY1000;*|intro_field1_response|*;;;
OKR_LEAN_A5;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:IZ1000;*|intro_field1_response|*;;;
OKR_ALIGNED_A1;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:JA1000;*|intro_field1_response|*;;;
OKR_ALIGNED_A2;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:JB1000;*|intro_field1_response|*;;;
OKR_ALIGNED_A3;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:JC1000;*|intro_field1_response|*;;;
OKR_ALIGNED_A4;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:JD1000;*|intro_field1_response|*;;;
OKR_ALIGNED_A5;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:JE1000;*|intro_field1_response|*;;;
OKR_WELLLED_A1;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:JF1000;*|intro_field1_response|*;;;
OKR_WELLLED_A2;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:JG1000;*|intro_field1_response|*;;;
OKR_WELLLED_A3;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:JH1000;*|intro_field1_response|*;;;
OKR_WELLLED_A4;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:JI1000;*|intro_field1_response|*;;;
OKR_WELLLED_A5;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:JJ1000;*|intro_field1_response|*;;;
OKR_DISCUSSED_A1;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:JK1000;*|intro_field1_response|*;;;
OKR_DISCUSSED_A2;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:JL1000;*|intro_field1_response|*;;;
OKR_DISCUSSED_A3;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:JM1000;*|intro_field1_response|*;;;
OKR_DISCUSSED_A4;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:JN1000;*|intro_field1_response|*;;;
OKR_DISCUSSED_A5;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:JO1000;*|intro_field1_response|*;;;
OKR_INTEGRATED_A1;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:JP1000;*|intro_field1_response|*;;;
OKR_INTEGRATED_A2;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:JQ1000;*|intro_field1_response|*;;;
OKR_INTEGRATED_A3;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:JR1000;*|intro_field1_response|*;;;
OKR_INTEGRATED_A4;spreadsheet;realtime;;1_Wa-nsSzRlS9NLcicRp9ZgFoYnBp3hYfEO6Qd8EkO-A;Calculations!A2:JS1000;*|intro_field1_response|*;;;
